"Date","Year","Month","Day","Temp.deg.C","Total.Rain.mm","Total.Precip.mm"
"1999-04-28",1999,"Apr",28,8.8,0,0
"1999-04-29",1999,"Apr",29,10.8,0,0
"1999-04-30",1999,"Apr",30,10.3,6,6
"1999-05-01",1999,"May",1,8.5,7.9,7.9
"1999-05-02",1999,"May",2,5,11.5,11.5
"1999-05-03",1999,"May",3,7.5,2.4,2.4
"1999-05-04",1999,"May",4,5.8,0,0
"1999-05-05",1999,"May",5,7.5,3,3
"1999-05-06",1999,"May",6,10,11.8,11.8
"1999-05-07",1999,"May",7,6,1,1
"1999-05-08",1999,"May",8,5.3,7,7
"1999-05-09",1999,"May",9,6.5,1,1
"1999-05-10",1999,"May",10,8.8,0,0
"1999-05-11",1999,"May",11,10.5,17.5,17.5
"1999-05-12",1999,"May",12,8,25.2,25.2
"1999-05-13",1999,"May",13,6.5,2.4,2.4
"1999-05-14",1999,"May",14,8.5,0,0
"1999-05-15",1999,"May",15,9,4.2,4.2
"1999-05-16",1999,"May",16,9.5,9,9
"1999-05-17",1999,"May",17,6.8,18,18
"1999-05-18",1999,"May",18,10,5.8,5.8
"1999-05-19",1999,"May",19,9.5,0,0
"1999-05-20",1999,"May",20,11.5,0,0
"1999-05-21",1999,"May",21,13,0,0
"1999-05-22",1999,"May",22,13.3,0,0
"1999-05-23",1999,"May",23,15.8,0,0
"1999-05-24",1999,"May",24,16.5,0,0
"1999-05-25",1999,"May",25,11.5,0,0
"1999-05-26",1999,"May",26,12.5,0,0
"1999-05-27",1999,"May",27,13.8,0,0
"1999-05-28",1999,"May",28,12.3,0,0
"1999-05-29",1999,"May",29,12,0,0
"1999-05-30",1999,"May",30,12.5,0,0
"1999-05-31",1999,"May",31,13,6,6
"1999-06-01",1999,"Jun",1,9.5,9.5,9.5
"1999-06-02",1999,"Jun",2,11,0,0
"1999-06-03",1999,"Jun",3,11.8,0,0
"1999-06-04",1999,"Jun",4,9.5,41.5,41.5
"1999-06-05",1999,"Jun",5,11,0.5,0.5
"1999-06-06",1999,"Jun",6,8,2,2
"1999-06-07",1999,"Jun",7,10,3,3
"1999-06-08",1999,"Jun",8,9,7,7
"1999-06-09",1999,"Jun",9,9.5,2,2
"1999-06-10",1999,"Jun",10,11.8,0,0
"1999-06-11",1999,"Jun",11,15.3,0,0
"1999-06-12",1999,"Jun",12,20,1,1
"1999-06-13",1999,"Jun",13,20.3,0,0
"1999-06-14",1999,"Jun",14,22.5,0,0
"1999-06-15",1999,"Jun",15,19.5,1,1
"1999-06-16",1999,"Jun",16,15.5,0,0
"1999-06-17",1999,"Jun",17,16,0,0
"1999-06-18",1999,"Jun",18,14.8,2,2
"1999-06-19",1999,"Jun",19,12.5,0.8,0.8
"1999-06-20",1999,"Jun",20,12.5,14,14
"1999-06-21",1999,"Jun",21,11.8,0,0
"1999-06-22",1999,"Jun",22,11.5,5,5
"1999-06-23",1999,"Jun",23,11.3,2.6,2.6
"1999-06-24",1999,"Jun",24,13.5,3,3
"1999-06-25",1999,"Jun",25,11,11.7,11.7
"1999-06-26",1999,"Jun",26,10.5,13,13
"1999-06-27",1999,"Jun",27,11.5,2.5,2.5
"1999-06-28",1999,"Jun",28,10.5,10,10
"1999-06-29",1999,"Jun",29,11.8,9,9
"1999-06-30",1999,"Jun",30,13,5,5
"1999-07-01",1999,"Jul",1,11.5,22,22
"1999-07-02",1999,"Jul",2,8.5,33,33
"1999-07-03",1999,"Jul",3,10.5,6.5,6.5
"1999-07-04",1999,"Jul",4,12.5,0,0
"1999-07-05",1999,"Jul",5,15,0,0
"1999-07-06",1999,"Jul",6,19.8,3,3
"1999-07-07",1999,"Jul",7,12,18,18
"1999-07-08",1999,"Jul",8,15,0,0
"1999-07-09",1999,"Jul",9,19.8,0,0
"1999-07-10",1999,"Jul",10,21.3,0,0
"1999-07-11",1999,"Jul",11,19,0,0
"1999-07-12",1999,"Jul",12,17.8,0,0
"1999-07-13",1999,"Jul",13,15.8,0,0
"1999-07-14",1999,"Jul",14,11,0.8,0.8
"1999-07-15",1999,"Jul",15,14.5,0,0
"1999-07-16",1999,"Jul",16,16.3,0,0
"1999-07-17",1999,"Jul",17,16,0,0
"1999-07-18",1999,"Jul",18,16.3,0,0
"1999-07-19",1999,"Jul",19,18,0,0
"1999-07-20",1999,"Jul",20,20.5,0,0
"1999-07-21",1999,"Jul",21,18,0,0
"1999-07-22",1999,"Jul",22,17.5,0,0
"1999-07-23",1999,"Jul",23,17.8,1.5,1.5
"1999-07-24",1999,"Jul",24,15,11.5,11.5
"1999-07-25",1999,"Jul",25,14,0,0
"1999-07-26",1999,"Jul",26,17.5,0,0
"1999-07-27",1999,"Jul",27,20,0,0
"1999-07-28",1999,"Jul",28,20.5,0,0
"1999-07-29",1999,"Jul",29,13,11,11
"1999-07-30",1999,"Jul",30,17.5,0,0
"1999-07-31",1999,"Jul",31,17.8,0,0
"1999-08-01",1999,"Aug",1,17.5,0,0
"1999-08-02",1999,"Aug",2,18.5,0,0
"1999-08-03",1999,"Aug",3,20,3,3
"1999-08-04",1999,"Aug",4,20,0,0
"1999-08-05",1999,"Aug",5,20.5,1,1
"1999-08-06",1999,"Aug",6,21.8,0,0
"1999-08-07",1999,"Aug",7,20.3,1.5,1.5
"1999-08-08",1999,"Aug",8,18,0,0
"1999-08-09",1999,"Aug",9,19,0,0
"1999-08-10",1999,"Aug",10,18.8,0,0
"1999-08-11",1999,"Aug",11,19.5,0,0
"1999-08-12",1999,"Aug",12,16.8,6,6
"1999-08-13",1999,"Aug",13,16,0,0
"1999-08-14",1999,"Aug",14,14,1.5,1.5
"1999-08-15",1999,"Aug",15,12.5,35.3,35.3
"1999-08-16",1999,"Aug",16,15.5,1,1
"1999-08-17",1999,"Aug",17,18.5,0,0
"1999-08-18",1999,"Aug",18,19.5,0,0
"1999-08-19",1999,"Aug",19,18,0,0
"1999-08-20",1999,"Aug",20,19,4,4
"1999-08-21",1999,"Aug",21,17.8,0,0
"1999-08-22",1999,"Aug",22,16.8,0,0
"1999-08-23",1999,"Aug",23,20.5,0,0
"1999-08-24",1999,"Aug",24,18.5,10,10
"1999-08-25",1999,"Aug",25,17.3,0,0
"1999-08-26",1999,"Aug",26,18.3,0,0
"1999-08-27",1999,"Aug",27,20.3,0,0
"1999-08-28",1999,"Aug",28,21.5,0,0
"1999-08-29",1999,"Aug",29,13,NA,NA
"1999-08-30",1999,"Aug",30,11.5,NA,NA
"1999-08-31",1999,"Aug",31,10.5,9,9
"1999-09-01",1999,"Sep",1,12.5,0,0
"1999-09-02",1999,"Sep",2,14.3,0,0
"1999-09-03",1999,"Sep",3,14.8,0,0
"1999-09-04",1999,"Sep",4,14.5,5.8,5.8
"1999-09-05",1999,"Sep",5,14.8,7.8,7.8
"1999-09-06",1999,"Sep",6,12.5,0,0
"1999-09-07",1999,"Sep",7,12.5,0,0
"1999-09-08",1999,"Sep",8,16.3,0,0
"1999-09-09",1999,"Sep",9,15.5,0,0
"1999-09-10",1999,"Sep",10,12.5,0,0
"1999-09-11",1999,"Sep",11,15.5,0,0
"1999-09-12",1999,"Sep",12,18,0,0
"1999-09-13",1999,"Sep",13,19,0,0
"1999-09-14",1999,"Sep",14,20.3,0,0
"1999-09-15",1999,"Sep",15,14.8,0,0
"1999-09-16",1999,"Sep",16,12.3,0,0
"1999-09-17",1999,"Sep",17,13.8,0,0
"1999-09-18",1999,"Sep",18,18,0,0
"1999-09-19",1999,"Sep",19,17.5,0,0
"1999-09-20",1999,"Sep",20,18,0,0
"1999-09-21",1999,"Sep",21,18.3,0,0
"1999-09-22",1999,"Sep",22,18.5,0,0
"1999-09-23",1999,"Sep",23,11.5,4.5,4.5
"1999-09-24",1999,"Sep",24,9.8,21.8,21.8
"1999-09-25",1999,"Sep",25,NA,0,0
"1999-09-26",1999,"Sep",26,9.3,0,0
"1999-09-27",1999,"Sep",27,9.3,0,0
"1999-09-28",1999,"Sep",28,9.5,0,0
"1999-09-29",1999,"Sep",29,12,0,0
"1999-09-30",1999,"Sep",30,10.5,0,0
"1999-10-01",1999,"Oct",1,10.3,0,0
"1999-10-02",1999,"Oct",2,NA,0,0
"1999-10-03",1999,"Oct",3,NA,0,0
"1999-10-04",1999,"Oct",4,12,0,0
"1999-10-05",1999,"Oct",5,10,1,1
"1999-10-06",1999,"Oct",6,12,15,15
"1999-10-07",1999,"Oct",7,10.8,20,20
"1999-10-08",1999,"Oct",8,8.5,2,2
"1999-10-09",1999,"Oct",9,7,0,0
"1999-10-10",1999,"Oct",10,8,0,0
"1999-10-11",1999,"Oct",11,8.5,0,0
"1999-10-12",1999,"Oct",12,8.5,26,26
"1999-10-13",1999,"Oct",13,11,0,0
"1999-10-14",1999,"Oct",14,8,0,0
"1999-10-15",1999,"Oct",15,6,0,0
"1999-10-16",1999,"Oct",16,6.5,0,0
"1999-10-17",1999,"Oct",17,9.3,0,0
"1999-10-18",1999,"Oct",18,11.5,0,0
"1999-10-19",1999,"Oct",19,11.8,0,0
"1999-10-20",1999,"Oct",20,11.8,0,0
"1999-10-21",1999,"Oct",21,12,0,0
"1999-10-22",1999,"Oct",22,12.8,0,0
"1999-10-23",1999,"Oct",23,10.8,5.4,5.4
"1999-10-24",1999,"Oct",24,7.3,0.8,0.8
"1999-10-25",1999,"Oct",25,8.5,8,8
"1999-10-26",1999,"Oct",26,6.8,0,0
"1999-10-27",1999,"Oct",27,6,6,6
"1999-10-28",1999,"Oct",28,8.3,12,12
"1999-10-29",1999,"Oct",29,6,51,51
"1999-10-30",1999,"Oct",30,7,49,49
"1999-10-31",1999,"Oct",31,5.5,1,1
"1999-11-01",1999,"Nov",1,6,0,0
"1999-11-02",1999,"Nov",2,5,0,0
"1999-11-03",1999,"Nov",3,5.5,3.2,3.2
"1999-11-04",1999,"Nov",4,4,0,0
"1999-11-05",1999,"Nov",5,4,6,6
"1999-11-06",1999,"Nov",6,9.5,25,25
"1999-11-07",1999,"Nov",7,11,8,8
"1999-11-08",1999,"Nov",8,10.3,14,14
"1999-11-09",1999,"Nov",9,7.3,25,25
"1999-11-10",1999,"Nov",10,7,4.8,4.8
"1999-11-11",1999,"Nov",11,8.5,39,39
"1999-11-12",1999,"Nov",12,6.3,5.2,5.2
"1999-11-13",1999,"Nov",13,6.5,41,41
"1999-11-14",1999,"Nov",14,9.5,5,5
"1999-11-15",1999,"Nov",15,10,4,4
"1999-11-16",1999,"Nov",16,11.8,21,21
"1999-11-17",1999,"Nov",17,6.5,4,4
"1999-11-18",1999,"Nov",18,8,0,0
"1999-11-19",1999,"Nov",19,9.5,25.5,25.5
"1999-11-20",1999,"Nov",20,5,1,1
"1999-11-21",1999,"Nov",21,3,7.5,7.5
"1999-11-22",1999,"Nov",22,3,28.5,28.5
"1999-11-23",1999,"Nov",23,4,1.7,1.7
"1999-11-24",1999,"Nov",24,4.8,26.8,26.8
"1999-11-25",1999,"Nov",25,4,5,5
"1999-11-26",1999,"Nov",26,2.5,0,0
"1999-11-27",1999,"Nov",27,3.5,6,6
"1999-11-28",1999,"Nov",28,5.5,0,0
"1999-11-29",1999,"Nov",29,10,7.2,7.2
"1999-11-30",1999,"Nov",30,4.5,10,10
"1999-12-01",1999,"Dec",1,3.5,48,48
"1999-12-02",1999,"Dec",2,5,13,13
"1999-12-03",1999,"Dec",3,3.5,1,1
"1999-12-04",1999,"Dec",4,7.3,7,7
"1999-12-05",1999,"Dec",5,5,45,45
"1999-12-06",1999,"Dec",6,4.8,14,14
"1999-12-07",1999,"Dec",7,3.3,1.5,1.5
"1999-12-08",1999,"Dec",8,2,24,24
"1999-12-09",1999,"Dec",9,2.5,44.5,44.5
"1999-12-10",1999,"Dec",10,3.5,17.5,17.5
"1999-12-11",1999,"Dec",11,4.8,39,39
"1999-12-12",1999,"Dec",12,4,5,5
"1999-12-13",1999,"Dec",13,1.8,2,4
"1999-12-14",1999,"Dec",14,1,35.5,38.5
"1999-12-15",1999,"Dec",15,6,69,69
"1999-12-16",1999,"Dec",16,7,0,0
"1999-12-17",1999,"Dec",17,6.8,20.7,20.7
"1999-12-18",1999,"Dec",18,6.3,0,0
"1999-12-19",1999,"Dec",19,2.5,4.8,4.8
"1999-12-20",1999,"Dec",20,3.3,0,0
"1999-12-21",1999,"Dec",21,2.8,0,0
"1999-12-22",1999,"Dec",22,4.3,0,0
"1999-12-23",1999,"Dec",23,5,0,0
"1999-12-24",1999,"Dec",24,3.8,0,0
"1999-12-25",1999,"Dec",25,2.3,0,0
"1999-12-26",1999,"Dec",26,5,0,0
"1999-12-27",1999,"Dec",27,6.5,0,0
"1999-12-28",1999,"Dec",28,3.8,0,0
"1999-12-29",1999,"Dec",29,0.8,1,1
"1999-12-30",1999,"Dec",30,2.8,4.2,4.2
"1999-12-31",1999,"Dec",31,1.5,19.4,20.9
"2000-01-01",2000,"Jan",1,2.5,0,4
"2000-01-02",2000,"Jan",2,0.3,0,2.5
"2000-01-03",2000,"Jan",3,2,10,17
"2000-01-04",2000,"Jan",4,3,0,0
"2000-01-05",2000,"Jan",5,2,1,1
"2000-01-06",2000,"Jan",6,1.5,4.1,10.1
"2000-01-07",2000,"Jan",7,2,25.5,25.5
"2000-01-08",2000,"Jan",8,3,14.2,22.2
"2000-01-09",2000,"Jan",9,0,0,6
"2000-01-10",2000,"Jan",10,-0.5,0,6.7
"2000-01-11",2000,"Jan",11,-1,0,5.8
"2000-01-12",2000,"Jan",12,0,0,9
"2000-01-13",2000,"Jan",13,1.3,5,7.5
"2000-01-14",2000,"Jan",14,1.5,4,5
"2000-01-15",2000,"Jan",15,1.3,0,2
"2000-01-16",2000,"Jan",16,2.3,11.7,11.7
"2000-01-17",2000,"Jan",17,2.3,0,0
"2000-01-18",2000,"Jan",18,0.5,0,0
"2000-01-19",2000,"Jan",19,0.8,0,8
"2000-01-20",2000,"Jan",20,1.3,11,11
"2000-01-21",2000,"Jan",21,2.3,6,6
"2000-01-22",2000,"Jan",22,2.5,0,0
"2000-01-23",2000,"Jan",23,4,0,0
"2000-01-24",2000,"Jan",24,2.8,0,0
"2000-01-25",2000,"Jan",25,3.5,10.4,10.4
"2000-01-26",2000,"Jan",26,2.5,1,1
"2000-01-27",2000,"Jan",27,3,0,0
"2000-01-28",2000,"Jan",28,2.5,0,0
"2000-01-29",2000,"Jan",29,3.5,0,0
"2000-01-30",2000,"Jan",30,4,3,3
"2000-01-31",2000,"Jan",31,5,17.8,17.8
"2000-02-01",2000,"Feb",1,3.8,0.5,0.5
"2000-02-02",2000,"Feb",2,4.5,0,0
"2000-02-03",2000,"Feb",3,5.8,0,0
"2000-02-04",2000,"Feb",4,6.3,0,0
"2000-02-05",2000,"Feb",5,5,5,5
"2000-02-06",2000,"Feb",6,7.5,0.5,0.5
"2000-02-07",2000,"Feb",7,8.8,5,5
"2000-02-08",2000,"Feb",8,6,21.4,21.4
"2000-02-09",2000,"Feb",9,3.5,0,0
"2000-02-10",2000,"Feb",10,3.3,0,0
"2000-02-11",2000,"Feb",11,2.5,0,0
"2000-02-12",2000,"Feb",12,3.3,0,0
"2000-02-13",2000,"Feb",13,3.8,0,0
"2000-02-14",2000,"Feb",14,3,0,0
"2000-02-15",2000,"Feb",15,3,0,0
"2000-02-16",2000,"Feb",16,3.5,0,0
"2000-02-17",2000,"Feb",17,2.5,0,0
"2000-02-18",2000,"Feb",18,2.5,0,0
"2000-02-19",2000,"Feb",19,6,0,0
"2000-02-20",2000,"Feb",20,8.3,9,9
"2000-02-21",2000,"Feb",21,7.5,3.4,3.4
"2000-02-22",2000,"Feb",22,7.3,3.2,3.2
"2000-02-23",2000,"Feb",23,4.5,2.4,2.4
"2000-02-24",2000,"Feb",24,4.3,1.2,1.2
"2000-02-25",2000,"Feb",25,5,11.4,14.8
"2000-02-26",2000,"Feb",26,3.8,10.5,10.5
"2000-02-27",2000,"Feb",27,4.3,6.4,6.4
"2000-02-28",2000,"Feb",28,3.8,13,13
"2000-02-29",2000,"Feb",29,5.3,6,6
"2000-03-01",2000,"Mar",1,3.5,19.1,19.1
"2000-03-02",2000,"Mar",2,4.3,8.4,8.4
"2000-03-03",2000,"Mar",3,5.8,28.6,28.6
"2000-03-04",2000,"Mar",4,4.8,1,1
"2000-03-05",2000,"Mar",5,4.5,0,0
"2000-03-06",2000,"Mar",6,3,0,0
"2000-03-07",2000,"Mar",7,5,0,0
"2000-03-08",2000,"Mar",8,6.3,1,1
"2000-03-09",2000,"Mar",9,4.8,5,5
"2000-03-10",2000,"Mar",10,7.3,5.4,5.4
"2000-03-11",2000,"Mar",11,5.5,1.8,1.8
"2000-03-12",2000,"Mar",12,4.5,2.6,2.6
"2000-03-13",2000,"Mar",13,5.5,26,26
"2000-03-14",2000,"Mar",14,6.8,0.6,0.6
"2000-03-15",2000,"Mar",15,5.5,11,11
"2000-03-16",2000,"Mar",16,5.3,7.8,7.8
"2000-03-17",2000,"Mar",17,2.5,16,16
"2000-03-18",2000,"Mar",18,3.8,25,25
"2000-03-19",2000,"Mar",19,3.8,2.2,2.2
"2000-03-20",2000,"Mar",20,4,3.6,3.6
"2000-03-21",2000,"Mar",21,5.3,12,12
"2000-03-22",2000,"Mar",22,6,2,2
"2000-03-23",2000,"Mar",23,5,0.5,0.5
"2000-03-24",2000,"Mar",24,5.5,0,0
"2000-03-25",2000,"Mar",25,5,0,0
"2000-03-26",2000,"Mar",26,6.5,0.4,0.4
"2000-03-27",2000,"Mar",27,6.3,7.8,7.8
"2000-03-28",2000,"Mar",28,5,5.5,5.5
"2000-03-29",2000,"Mar",29,5.3,1,1
"2000-03-30",2000,"Mar",30,7.8,0,0
"2000-03-31",2000,"Mar",31,NA,0,0
"2000-04-01",2000,"Apr",1,9.5,0,0
"2000-04-02",2000,"Apr",2,11.5,0,0
"2000-04-03",2000,"Apr",3,12,0,0
"2000-04-04",2000,"Apr",4,7,0.4,0.4
"2000-04-05",2000,"Apr",5,4.5,6.9,6.9
"2000-04-06",2000,"Apr",6,5.5,0.4,0.4
"2000-04-07",2000,"Apr",7,8,0,0
"2000-04-08",2000,"Apr",8,11.3,0,0
"2000-04-09",2000,"Apr",9,9.5,0,0
"2000-04-10",2000,"Apr",10,10.5,0,0
"2000-04-11",2000,"Apr",11,12,0,0
"2000-04-12",2000,"Apr",12,13.5,0,0
"2000-04-13",2000,"Apr",13,10.8,2.2,2.2
"2000-04-14",2000,"Apr",14,7.8,2.6,2.6
"2000-04-15",2000,"Apr",15,6.5,8.8,8.8
"2000-04-16",2000,"Apr",16,9,0,0
"2000-04-17",2000,"Apr",17,11.5,0,0
"2000-04-18",2000,"Apr",18,12.5,0,0
"2000-04-19",2000,"Apr",19,8.5,0,0
"2000-04-20",2000,"Apr",20,10.8,0,0
"2000-04-21",2000,"Apr",21,11.8,20.8,20.8
"2000-04-22",2000,"Apr",22,8.8,0.5,0.5
"2000-04-23",2000,"Apr",23,5.3,5.6,5.6
"2000-04-24",2000,"Apr",24,5.8,3,3
"2000-04-25",2000,"Apr",25,7,3.5,3.5
"2000-04-26",2000,"Apr",26,9.8,1.4,1.4
"2000-04-27",2000,"Apr",27,10.5,19.7,19.7
"2000-04-28",2000,"Apr",28,7.5,3,3
"2000-04-29",2000,"Apr",29,7,1.5,1.5
"2000-04-30",2000,"Apr",30,8.5,15,15
"2000-05-01",2000,"May",1,9.3,3,3
"2000-05-02",2000,"May",2,10.5,7,7
"2000-05-03",2000,"May",3,7.5,7,7
"2000-05-04",2000,"May",4,6.5,8,8
"2000-05-05",2000,"May",5,7,10.8,10.8
"2000-05-06",2000,"May",6,6,1,1
"2000-05-07",2000,"May",7,8.5,0.5,0.5
"2000-05-08",2000,"May",8,8.8,0.5,0.5
"2000-05-09",2000,"May",9,7,5.5,5.5
"2000-05-10",2000,"May",10,5.5,25.3,25.3
"2000-05-11",2000,"May",11,6.3,19,19
"2000-05-12",2000,"May",12,8.3,0,0
"2000-05-13",2000,"May",13,12.5,0,0
"2000-05-14",2000,"May",14,13.5,0,0
"2000-05-15",2000,"May",15,17,0,0
"2000-05-16",2000,"May",16,15.5,0,0
"2000-05-17",2000,"May",17,10.8,0,0
"2000-05-18",2000,"May",18,12.8,9,9
"2000-05-19",2000,"May",19,12.3,5,5
"2000-05-20",2000,"May",20,11,19,19
"2000-05-21",2000,"May",21,10,14,14
"2000-05-22",2000,"May",22,10.5,0,0
"2000-05-23",2000,"May",23,11,0,0
"2000-05-24",2000,"May",24,11.5,0,0
"2000-05-25",2000,"May",25,11,1,1
"2000-05-26",2000,"May",26,11.3,31.5,31.5
"2000-05-27",2000,"May",27,9.3,10.5,10.5
"2000-05-28",2000,"May",28,9.5,26.5,26.5
"2000-05-29",2000,"May",29,11.5,1,1
"2000-05-30",2000,"May",30,10.8,0.5,0.5
"2000-05-31",2000,"May",31,9.3,3.5,3.5
"2000-06-01",2000,"Jun",1,13.3,7.6,7.6
"2000-06-02",2000,"Jun",2,13.3,0.8,0.8
"2000-06-03",2000,"Jun",3,16.8,0,0
"2000-06-04",2000,"Jun",4,19.3,0,0
"2000-06-05",2000,"Jun",5,11.8,11,11
"2000-06-06",2000,"Jun",6,11.3,20.8,20.8
"2000-06-07",2000,"Jun",7,11.5,1.5,1.5
"2000-06-08",2000,"Jun",8,13.3,1.5,1.5
"2000-06-09",2000,"Jun",9,9.8,4.9,4.9
"2000-06-10",2000,"Jun",10,9.8,10.5,10.5
"2000-06-11",2000,"Jun",11,8.3,25.5,25.5
"2000-06-12",2000,"Jun",12,11.3,12.6,12.6
"2000-06-13",2000,"Jun",13,10,32.5,32.5
"2000-06-14",2000,"Jun",14,13,5.5,5.5
"2000-06-15",2000,"Jun",15,12.5,0,0
"2000-06-16",2000,"Jun",16,15.8,0,0
"2000-06-17",2000,"Jun",17,18,1,1
"2000-06-18",2000,"Jun",18,14.5,1,1
"2000-06-19",2000,"Jun",19,13.3,0,0
"2000-06-20",2000,"Jun",20,15.3,0,0
"2000-06-21",2000,"Jun",21,15.8,0,0
"2000-06-22",2000,"Jun",22,13.5,0,0
"2000-06-23",2000,"Jun",23,13.3,0,0
"2000-06-24",2000,"Jun",24,15.8,0,0
"2000-06-25",2000,"Jun",25,19,0,0
"2000-06-26",2000,"Jun",26,20.5,0,0
"2000-06-27",2000,"Jun",27,22.5,0,0
"2000-06-28",2000,"Jun",28,20,0,0
"2000-06-29",2000,"Jun",29,19.8,0,0
"2000-06-30",2000,"Jun",30,14.3,0,0
"2000-07-01",2000,"Jul",1,13.8,16.2,16.2
"2000-07-02",2000,"Jul",2,11.5,10,10
"2000-07-03",2000,"Jul",3,13,0,0
"2000-07-04",2000,"Jul",4,12.3,2.2,2.2
"2000-07-05",2000,"Jul",5,13.5,1.8,1.8
"2000-07-06",2000,"Jul",6,14.8,0,0
"2000-07-07",2000,"Jul",7,16.5,0,0
"2000-07-08",2000,"Jul",8,17.5,0,0
"2000-07-09",2000,"Jul",9,14.3,0,0
"2000-07-10",2000,"Jul",10,16.5,0,0
"2000-07-11",2000,"Jul",11,16.3,0,0
"2000-07-12",2000,"Jul",12,15.5,0,0
"2000-07-13",2000,"Jul",13,15.5,0,0
"2000-07-14",2000,"Jul",14,14.5,0,0
"2000-07-15",2000,"Jul",15,15.3,0,0
"2000-07-16",2000,"Jul",16,18.8,0,0
"2000-07-17",2000,"Jul",17,21.8,0,0
"2000-07-18",2000,"Jul",18,16,0,0
"2000-07-19",2000,"Jul",19,16.5,0,0
"2000-07-20",2000,"Jul",20,18.5,0,0
"2000-07-21",2000,"Jul",21,20.3,0,0
"2000-07-22",2000,"Jul",22,15.3,14.6,14.6
"2000-07-23",2000,"Jul",23,16.5,1.8,1.8
"2000-07-24",2000,"Jul",24,17.3,0.4,0.4
"2000-07-25",2000,"Jul",25,16.5,2.2,2.2
"2000-07-26",2000,"Jul",26,15.8,12.8,12.8
"2000-07-27",2000,"Jul",27,15.3,21.6,21.6
"2000-07-28",2000,"Jul",28,15.8,13.8,13.8
"2000-07-29",2000,"Jul",29,18.5,0,0
"2000-07-30",2000,"Jul",30,20.5,0,0
"2000-07-31",2000,"Jul",31,20.3,0,0
"2000-08-01",2000,"Aug",1,17.3,0,0
"2000-08-02",2000,"Aug",2,15.3,0,0
"2000-08-03",2000,"Aug",3,19.5,0,0
"2000-08-04",2000,"Aug",4,20.5,0,0
"2000-08-05",2000,"Aug",5,19.5,0,0
"2000-08-06",2000,"Aug",6,18,0,0
"2000-08-07",2000,"Aug",7,16.5,0,0
"2000-08-08",2000,"Aug",8,18,0,0
"2000-08-09",2000,"Aug",9,18,0,0
"2000-08-10",2000,"Aug",10,16.5,0,0
"2000-08-11",2000,"Aug",11,14.5,0,0
"2000-08-12",2000,"Aug",12,15,0,0
"2000-08-13",2000,"Aug",13,15.3,0,0
"2000-08-14",2000,"Aug",14,14,0,0
"2000-08-15",2000,"Aug",15,14.3,0,0
"2000-08-16",2000,"Aug",16,15.3,0,0
"2000-08-17",2000,"Aug",17,15,0,0
"2000-08-18",2000,"Aug",18,14,5.9,5.9
"2000-08-19",2000,"Aug",19,14.5,3.2,3.2
"2000-08-20",2000,"Aug",20,13.5,0,0
"2000-08-21",2000,"Aug",21,15,0,0
"2000-08-22",2000,"Aug",22,17.5,0,0
"2000-08-23",2000,"Aug",23,19,0,0
"2000-08-24",2000,"Aug",24,18.5,0,0
"2000-08-25",2000,"Aug",25,16.5,0,0
"2000-08-26",2000,"Aug",26,14.8,0,0
"2000-08-27",2000,"Aug",27,13.3,0,0
"2000-08-28",2000,"Aug",28,13.5,0,0
"2000-08-29",2000,"Aug",29,13.3,4.3,4.3
"2000-08-30",2000,"Aug",30,14.5,0,0
"2000-08-31",2000,"Aug",31,13.5,0,0
"2000-09-01",2000,"Sep",1,11,0,0
"2000-09-02",2000,"Sep",2,12,0,0
"2000-09-03",2000,"Sep",3,12.8,0,0
"2000-09-04",2000,"Sep",4,14,0,0
"2000-09-05",2000,"Sep",5,11.8,1.5,1.5
"2000-09-06",2000,"Sep",6,13.5,0,0
"2000-09-07",2000,"Sep",7,11.5,12,12
"2000-09-08",2000,"Sep",8,12,1.2,1.2
"2000-09-09",2000,"Sep",9,10,40,40
"2000-09-10",2000,"Sep",10,12,2,2
"2000-09-11",2000,"Sep",11,13,0.4,0.4
"2000-09-12",2000,"Sep",12,14,0,0
"2000-09-13",2000,"Sep",13,17,0,0
"2000-09-14",2000,"Sep",14,19.3,0,0
"2000-09-15",2000,"Sep",15,19.8,0,0
"2000-09-16",2000,"Sep",16,17.8,0,0
"2000-09-17",2000,"Sep",17,14.5,1.5,1.5
"2000-09-18",2000,"Sep",18,15.8,1,1
"2000-09-19",2000,"Sep",19,15.3,0,0
"2000-09-20",2000,"Sep",20,13.8,3.2,3.2
"2000-09-21",2000,"Sep",21,13.5,0,0
"2000-09-22",2000,"Sep",22,12.5,0,0
"2000-09-23",2000,"Sep",23,11.5,0,0
"2000-09-24",2000,"Sep",24,14.5,0,0
"2000-09-25",2000,"Sep",25,13.5,0,0
"2000-09-26",2000,"Sep",26,15.8,0,0
"2000-09-27",2000,"Sep",27,18.3,0,0
"2000-09-28",2000,"Sep",28,12.5,13,13
"2000-09-29",2000,"Sep",29,12.3,48.5,48.5
"2000-09-30",2000,"Sep",30,8,0,0
"2000-10-01",2000,"Oct",1,9.5,0,0
"2000-10-02",2000,"Oct",2,9.3,0,0
"2000-10-03",2000,"Oct",3,8.8,0,0
"2000-10-04",2000,"Oct",4,8.5,0,0
"2000-10-05",2000,"Oct",5,10.5,0,0
"2000-10-06",2000,"Oct",6,12.3,0,0
"2000-10-07",2000,"Oct",7,13.5,0,0
"2000-10-08",2000,"Oct",8,11.8,9.6,9.6
"2000-10-09",2000,"Oct",9,12.5,12.1,12.1
"2000-10-10",2000,"Oct",10,10.5,0,0
